dip,Género,Provincia,Ciudad,Colegio,Administración del Colegio,Edad,Provincia_LE,Ciudad_LE,Género_FEMENINO,Género_MASCULINO,Género_NO RESPONDE,Administración del Colegio_CEMA,Administración del Colegio_CONVENIO,Administración del Colegio_FISCAL,Administración del Colegio_OTRO,Administración del Colegio_PRIVADA,Edad_std
4908728,FEMENINO,MURILLO,LA PAZ,LORETTO,PRIVADA,32,32,44,1,0,0,0,0,0,0,1,-0.4725581865327859
4908754,MASCULINO,MURILLO,LA PAZ,MONTSERRAT COLLEGE,PRIVADA,43,32,44,0,1,0,0,0,0,0,1,1.0344018781078768
4908804,FEMENINO,MURILLO,LA PAZ,CEFI,PRIVADA,33,32,44,1,0,0,0,0,0,0,1,-0.3355618170199984
4908920,MASCULINO,MURILLO,LA PAZ,GUALBERTO VILLARROEL,FISCAL,45,32,44,0,1,0,0,0,1,0,0,1.3083946171334517
4909302,MASCULINO,MURILLO,LA PAZ,SAN LUIS,FISCAL,43,32,44,0,1,0,0,0,1,0,0,1.0344018781078768
4909449,MASCULINO,MURILLO,LA PAZ,ABRAHAM REYES,CONVENIO,33,32,44,0,1,0,0,1,0,0,0,-0.3355618170199984
4910273,MASCULINO,MURILLO,LA PAZ,GUALBERTO VILLARROEL,FISCAL,35,32,44,0,1,0,0,0,1,0,0,-0.06156907799442335
4910605,MASCULINO,MURILLO,LA PAZ,GUALBERTO VILLARROEL,FISCAL,28,32,44,0,1,0,0,0,1,0,0,-1.0205436645839359
4911025,MASCULINO,MURILLO,LA PAZ,CEMA MIRAFLORES,FISCAL,43,32,44,0,1,0,0,0,1,0,0,1.0344018781078768
4912733,FEMENINO,MURILLO,LA PAZ,COLEGIO PARTICULAR,PRIVADA,39,32,44,1,0,0,0,0,0,0,1,0.4864164000567267
4912746,FEMENINO,MURILLO,LA PAZ,"""VIDA NUEVA""",CONVENIO,31,32,44,1,0,0,0,1,0,0,0,-0.6095545560455734
4913152,MASCULINO,MURILLO,LA PAZ,DON BOSCO,CONVENIO,37,32,44,0,1,0,0,1,0,0,0,0.21242366103115168
4914137,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16,32,44,0,1,0,0,0,1,0,0,-2.664500098737386
4914509,MASCULINO,MURILLO,LA PAZ,MAX VALDIVIA,CONVENIO,31,32,44,0,1,0,0,1,0,0,0,-0.6095545560455734
4915312,FEMENINO,MURILLO,LA PAZ,INSTITUTO AMERICANO,FISCAL,43,32,44,1,0,0,0,0,1,0,0,1.0344018781078768
4916041,MASCULINO,MURILLO,LA PAZ,AVE MARIA,PRIVADA,35,32,44,0,1,0,0,0,0,0,1,-0.06156907799442335
4916208,MASCULINO,MURILLO,LA PAZ,NATALIA PALACIOS,FISCAL,34,32,44,0,1,0,0,0,1,0,0,-0.19856544750721086
4916849,MASCULINO,MURILLO,LA PAZ,AVE MARIA,PRIVADA,29,32,44,0,1,0,0,0,0,0,1,-0.8835472950711485
4916931,MASCULINO,MURILLO,LA PAZ,JUAN CAPRILES,FISCAL,44,32,44,0,1,0,0,0,1,0,0,1.1713982476206644
4917357,MASCULINO,MURILLO,LA PAZ,AMERICAN SCHOOL,PRIVADA,33,32,44,0,1,0,0,0,0,0,1,-0.3355618170199984
4917781,FEMENINO,MURILLO,LA PAZ,RENE BARRIENTOS ORTUNO,FISCAL,30,32,44,1,0,0,0,0,1,0,0,-0.7465509255583609
4917849,MASCULINO,MURILLO,LA PAZ,SANTISIMA TRINIDAD,PRIVADA,30,32,44,0,1,0,0,0,0,0,1,-0.7465509255583609
4917999,MASCULINO,MURILLO,LA PAZ,EXP.HUGO DAVILA T.M,FISCAL,36,32,44,0,1,0,0,0,1,0,0,0.07542729151836416
4918110,FEMENINO,MURILLO,LA PAZ,MONTESSORI,PRIVADA,28,32,44,1,0,0,0,0,0,0,1,-1.0205436645839359
4918890,MASCULINO,MURILLO,LA PAZ,COL.NAL.ANTONIO DIAZ VILLAMIL,FISCAL,30,32,44,0,1,0,0,0,1,0,0,-0.7465509255583609
4918976,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,42,32,44,1,0,0,0,0,1,0,0,0.8974055085950893
4919424,FEMENINO,MURILLO,LA PAZ,LOS PINOS,PRIVADA,33,32,44,1,0,0,0,0,0,0,1,-0.3355618170199984
4920392,MASCULINO,MURILLO,LA PAZ,SAN FRANCISCO,PRIVADA,29,32,44,0,1,0,0,0,0,0,1,-0.8835472950711485
4920423,MASCULINO,MURILLO,LA PAZ,INSTITUTO DE EDUCACION BANCARIA (IDEB),PRIVADA,33,32,44,0,1,0,0,0,0,0,1,-0.3355618170199984
4920430,FEMENINO,MURILLO,LA PAZ,SAN IGNACIO,PRIVADA,29,32,44,1,0,0,0,0,0,0,1,-0.8835472950711485
4920616,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,37,32,44,0,1,0,0,0,1,0,0,0.21242366103115168
4920722,MASCULINO,MURILLO,LA PAZ,SAN ANTONIO,PRIVADA,30,32,44,0,1,0,0,0,0,0,1,-0.7465509255583609
4921766,MASCULINO,MURILLO,EL ALTO,JULIAN APAZA,FISCAL,34,32,32,0,1,0,0,0,1,0,0,-0.19856544750721086
4921802,MASCULINO,MURILLO,LA PAZ,ANTONIO DIAZ VILLAMIL,FISCAL,44,32,44,0,1,0,0,0,1,0,0,1.1713982476206644
4922225,FEMENINO,MURILLO,LA PAZ,LICEO LA PAZ,FISCAL,47,32,44,1,0,0,0,0,1,0,0,1.582387356159027
4922285,MASCULINO,MURILLO,LA PAZ,GERMAN BUSCH,FISCAL,33,32,44,0,1,0,0,0,1,0,0,-0.3355618170199984
4922425,MASCULINO,MURILLO,LA PAZ,MANUEL VICENTE BALLIVIAN,FISCAL,41,32,44,0,1,0,0,0,1,0,0,0.7604091390823018
4923736,FEMENINO,MURILLO,LA PAZ,SAN MARCOS,PRIVADA,44,32,44,1,0,0,0,0,0,0,1,1.1713982476206644
4923798,MASCULINO,NOR YUNGAS,CORIPATA,HUAYNA POTOSI,FISCAL,44,34,27,0,1,0,0,0,1,0,0,1.1713982476206644
4924218,FEMENINO,MURILLO,LA PAZ,LA SALLE,PRIVADA,33,32,44,1,0,0,0,0,0,0,1,-0.3355618170199984
4925367,FEMENINO,MURILLO,LA PAZ,UNIDAD EDUCATIVA DEL EJERCITO,PRIVADA,30,32,44,1,0,0,0,0,0,0,1,-0.7465509255583609
4925728,MASCULINO,MURILLO,LA PAZ,GRAL. JOSE DE SAN MARTIN,FISCAL,28,32,44,0,1,0,0,0,1,0,0,-1.0205436645839359
4925729,MASCULINO,MURILLO,LA PAZ,GRAL JOSE DE SAN MARTIN,FISCAL,28,32,44,0,1,0,0,0,1,0,0,-1.0205436645839359
4925796,MASCULINO,MURILLO,LA PAZ,"VESPERTINO ""VENEZUELA""",FISCAL,45,32,44,0,1,0,0,0,1,0,0,1.3083946171334517
4925884,MASCULINO,MURILLO,LA PAZ,LOS PINOS,PRIVADA,35,32,44,0,1,0,0,0,0,0,1,-0.06156907799442335
4925990,FEMENINO,MURILLO,EL ALTO,JUAN CAPRILES,FISCAL,32,32,32,1,0,0,0,0,1,0,0,-0.4725581865327859
4926104,MASCULINO,MURILLO,LA PAZ,IRENE NAVA DE CASTILLO,CONVENIO,41,32,44,0,1,0,0,1,0,0,0,0.7604091390823018
4926434,MASCULINO,MURILLO,LA PAZ,ISMAEL MONTES,FISCAL,41,32,44,0,1,0,0,0,1,0,0,0.7604091390823018
4926754,MASCULINO,OMASUYOS,HUATAJATA,COL. HUATAJATA,FISCAL,44,35,37,0,1,0,0,0,1,0,0,1.1713982476206644
4927313,NO RESPONDE,MURILLO,LA PAZ,LICEO NACIONAL BOLIVIA,FISCAL,44,32,44,0,0,1,0,0,1,0,0,1.1713982476206644
4927604,MASCULINO,LOAYZA,LURIBAAY,U. E. MODELO SIMON BOLIVAR,FISCAL,48,27,47,0,1,0,0,0,1,0,0,1.7193837256718143
4927847,MASCULINO,BUSTILLO,LLALLAGUA,ALFREDO VARGAS,FISCAL,38,9,46,0,1,0,0,0,1,0,0,0.3494200305439392
4927912,MASCULINO,MURILLO,LA PAZ,SIMON BOLIVAR,FISCAL,44,32,44,0,1,0,0,0,1,0,0,1.1713982476206644
4927985,MASCULINO,MANCO KAPAC,LA PAZ,SAN SIMON DE AYACUCHO,FISCAL,43,29,44,0,1,0,0,0,1,0,0,1.0344018781078768
4928497,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52,32,44,0,1,0,0,0,1,0,0,2.2673692037229642
4929252,MASCULINO,MURILLO,LA PAZ,INSTITUTO AMERICANO,PRIVADA,44,32,44,0,1,0,0,0,0,0,1,1.1713982476206644
4929598,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16,32,44,0,1,0,0,0,1,0,0,-2.664500098737386
4930178,MASCULINO,MURILLO,LA PAZ,"UNIDAD EDUCATIVA 6 DE JUNIO ""A""",FISCAL,28,32,44,0,1,0,0,0,1,0,0,-1.0205436645839359
4930453,MASCULINO,MURILLO,LA PAZ,SERGIO MAURICIO VILLEGAS,FISCAL,43,32,44,0,1,0,0,0,1,0,0,1.0344018781078768
4930605,MASCULINO,SUD YUNGAS,IRUPANA,FELIX EGUINO ZABALLA,CEMA,43,47,39,0,1,0,1,0,0,0,0,1.0344018781078768
4930767,MASCULINO,MURILLO,LA PAZ,FRANCO BOLIVIANO,PRIVADA,31,32,44,0,1,0,0,0,0,0,1,-0.6095545560455734
4930904,MASCULINO,MURILLO,LA PAZ,GUALBERTO VILLARROEL,FISCAL,31,32,44,0,1,0,0,0,1,0,0,-0.6095545560455734
4931019,FEMENINO,MURILLO,LA PAZ,SAN ANTONIO DE PADUA,PRIVADA,32,32,44,1,0,0,0,0,0,0,1,-0.4725581865327859
4933267,MASCULINO,MURILLO,LA PAZ,LIBERTADORES DE AMERICA,PRIVADA,31,32,44,0,1,0,0,0,0,0,1,-0.6095545560455734
4934732,MASCULINO,MURILLO,LA PAZ,SANTA ANA,PRIVADA,32,32,44,0,1,0,0,0,0,0,1,-0.4725581865327859
4934880,MASCULINO,MURILLO,LA PAZ,INSTITUTO AMERICANO,CONVENIO,34,32,44,0,1,0,0,1,0,0,0,-0.19856544750721086
4935970,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,PRIVADA,36,32,44,0,1,0,0,0,0,0,1,0.07542729151836416
4936017,MASCULINO,MURILLO,LA PAZ,"SANTA MARIA ""CENAFI""",PRIVADA,29,32,44,0,1,0,0,0,0,0,1,-0.8835472950711485
4936627,MASCULINO,MURILLO,LA PAZ,LOS AMIGOS,PRIVADA,36,32,44,0,1,0,0,0,0,0,1,0.07542729151836416
4936633,MASCULINO,MURILLO,LA PAZ,ALFREDO VARGAS,FISCAL,34,32,44,0,1,0,0,0,1,0,0,-0.19856544750721086
4936741,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,PRIVADA,36,32,44,1,0,0,0,0,0,0,1,0.07542729151836416
4937051,FEMENINO,MURILLO,LA PAZ,TOPATER,FISCAL,30,32,44,1,0,0,0,0,1,0,0,-0.7465509255583609
4937283,MASCULINO,MURILLO,LA PAZ,GERMAN BUSCH,FISCAL,31,32,44,0,1,0,0,0,1,0,0,-0.6095545560455734
4937362,MASCULINO,MURILLO,LA PAZ,CEMA GUALBERTO VILLARROEL D.P. 2,CEMA,43,32,44,0,1,0,1,0,0,0,0,1.0344018781078768
4937384,MASCULINO,MURILLO,LA PAZ,DON BOSCO,FISCAL,31,32,44,0,1,0,0,0,1,0,0,-0.6095545560455734
4937489,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,PRIVADA,31,32,44,0,1,0,0,0,0,0,1,-0.6095545560455734
4937721,MASCULINO,MURILLO,LA PAZ,SAN IGNACIO,PRIVADA,33,32,44,0,1,0,0,0,0,0,1,-0.3355618170199984
4938347,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,31,32,44,1,0,0,0,0,1,0,0,-0.6095545560455734
4938399,NO RESPONDE,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16,32,44,0,0,1,0,0,1,0,0,-2.664500098737386
4938544,FEMENINO,MURILLO,LA PAZ,DORA SCHMIDT,FISCAL,37,32,44,1,0,0,0,0,1,0,0,0.21242366103115168
4938834,NO RESPONDE,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52,32,44,0,0,1,0,0,1,0,0,2.2673692037229642
4939172,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52,32,44,0,1,0,0,0,1,0,0,2.2673692037229642
4939372,MASCULINO,MURILLO,LA PAZ,SAN FRANCISCO DE LA T. O.,PRIVADA,40,32,44,0,1,0,0,0,0,0,1,0.6234127695695142
4939770,MASCULINO,MURILLO,LA PAZ,"SAN LUIS ""FE Y ALEGRIA""",FISCAL,29,32,44,0,1,0,0,0,1,0,0,-0.8835472950711485
4939882,MASCULINO,MURILLO,LA PAZ,EDUARDO AVAROA,PRIVADA,35,32,44,0,1,0,0,0,0,0,1,-0.06156907799442335
4940054,FEMENINO,MURILLO,LA PAZ,HEROES DEL PACIFICO,FISCAL,31,32,44,1,0,0,0,0,1,0,0,-0.6095545560455734
4940345,FEMENINO,MURILLO,EL ALTO,U. E. UNION EUROPEA,FISCAL,34,32,32,1,0,0,0,0,1,0,0,-0.19856544750721086
4943475,MASCULINO,MURILLO,LA PAZ,GERMAN BUSCH,FISCAL,35,32,44,0,1,0,0,0,1,0,0,-0.06156907799442335
4945371,MASCULINO,MURILLO,EL ALTO,UNIDAD EDUCATIVA DE LA FUERZA AEREA BOLIVIANA,PRIVADA,34,32,32,0,1,0,0,0,0,0,1,-0.19856544750721086
4945463,FEMENINO,CARANGAS,SAN MIGUEL,U.E. CESAR CHAVEZ TABORGA,FISCAL,50,12,67,1,0,0,0,0,1,0,0,1.9933764646973895
4945745,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16,32,44,0,1,0,0,0,1,0,0,-2.664500098737386
4947992,FEMENINO,MUÑECAS,LA PAZ,CEMA FRANZ TAMAYO,FISCAL,49,33,44,1,0,0,0,0,1,0,0,1.856380095184602
4949105,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16,32,44,0,1,0,0,0,1,0,0,-2.664500098737386
4949545,MASCULINO,MURILLO,EL ALTO,CENTRO EDUCATIVO MUTUAL LA PAZ,PRIVADA,34,32,32,0,1,0,0,0,0,0,1,-0.19856544750721086
4949980,MASCULINO,INGAVI,VIACHA,BASIL MILLER,PRIVADA,49,22,78,0,1,0,0,0,0,0,1,1.856380095184602
4950424,NO RESPONDE,OMASUYOS,COPANCARA,KARHUIZA,FISCAL,41,35,26,0,0,1,0,0,1,0,0,0.7604091390823018
4950711,MASCULINO,MURILLO,LA PAZ,HOLANDES,CEMA,37,32,44,0,1,0,1,0,0,0,0,0.21242366103115168
4953587,MASCULINO,MURILLO,EL ALTO,CONVIFACG,FISCAL,33,32,32,0,1,0,0,0,1,0,0,-0.3355618170199984
4960355,MASCULINO,MURILLO,EL ALTO,MARCELO QUIROGA SANTA CRUZ,FISCAL,46,32,32,0,1,0,0,0,1,0,0,1.4453909866462393
4961804,FEMENINO,PACAJES,LA PAZ,NAL. MIXTO SIMON BOLIVAR,FISCAL,44,39,44,1,0,0,0,0,1,0,0,1.1713982476206644
4964208,MASCULINO,MURILLO,EL ALTO,U.E. FERNANDO BRAVO,CONVENIO,32,32,32,0,1,0,0,1,0,0,0,-0.4725581865327859
4965300,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16,32,44,1,0,0,0,0,1,0,0,-2.664500098737386
4965450,MASCULINO,MURILLO,LA PAZ,NESTOR PAZAMORA,FISCAL,44,32,44,0,1,0,0,0,1,0,0,1.1713982476206644
4965518,FEMENINO,MURILLO,EL ALTO,LUIS ESPINAL,CONVENIO,34,32,32,1,0,0,0,1,0,0,0,-0.19856544750721086
4965759,MASCULINO,MURILLO,LA PAZ,SAN LUIS DE FE Y ALEGRIA,FISCAL,35,32,44,0,1,0,0,0,1,0,0,-0.06156907799442335
4977007,MASCULINO,PACAJES,EL ALTO,"UNIDAD EDUCATIVA ""LA PAZ""",FISCAL,35,39,32,0,1,0,0,0,1,0,0,-0.06156907799442335
4978974,MASCULINO,MURILLO,LA PAZ,PANTALEON DALENCE,PRIVADA,33,32,44,0,1,0,0,0,0,0,1,-0.3355618170199984
4979539,MASCULINO,MURILLO,EL ALTO,SHALOM,PRIVADA,33,32,32,0,1,0,0,0,0,0,1,-0.3355618170199984
4979847,FEMENINO,MURILLO,LA PAZ,6 DE JUNIO,FISCAL,43,32,44,1,0,0,0,0,1,0,0,1.0344018781078768
4980135,FEMENINO,MURILLO,EL ALTO,TNT.CORONEL RAFAEL PABON,FISCAL,46,32,32,1,0,0,0,0,1,0,0,1.4453909866462393
4980245,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52,32,44,0,1,0,0,0,1,0,0,2.2673692037229642
4980440,FEMENINO,MURILLO,LA PAZ,CENTRO EDUCATIVO CRISTIANO BRTHEL,FISCAL,46,32,44,1,0,0,0,0,1,0,0,1.4453909866462393
4980869,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52,32,44,0,1,0,0,0,1,0,0,2.2673692037229642
4981131,MASCULINO,MURILLO,LA PAZ,ASDASD,FISCAL,46,32,44,0,1,0,0,0,1,0,0,1.4453909866462393
4981225,MASCULINO,MURILLO,EL ALTO,HOLANDES,PRIVADA,33,32,32,0,1,0,0,0,0,0,1,-0.3355618170199984
4981421,MASCULINO,OMASUYOS,LA PAZ,ANCORAIMAS,FISCAL,45,35,44,0,1,0,0,0,1,0,0,1.3083946171334517
4983475,MASCULINO,MURILLO,LA PAZ,HEROES DE BOQUERON,PRIVADA,45,32,44,0,1,0,0,0,0,0,1,1.3083946171334517
4987230,FEMENINO,MURILLO,LA PAZ,INSTITUTO AMERICANO,PRIVADA,32,32,44,1,0,0,0,0,0,0,1,-0.4725581865327859
4988626,FEMENINO,MURILLO,EL ALTO,"""ANDRES BELLO""",FISCAL,34,32,32,1,0,0,0,0,1,0,0,-0.19856544750721086
4990512,FEMENINO,MURILLO,EL ALTO,NAZARENO BASIL MILLER,PRIVADA,28,32,32,1,0,0,0,0,0,0,1,-1.0205436645839359
4991389,MASCULINO,MURILLO,EL ALTO,NOCTURNO NUEVA ESPERANZA,FISCAL,43,32,32,0,1,0,0,0,1,0,0,1.0344018781078768
4991801,FEMENINO,MURILLO,EL ALTO,RAFAEL MENDOZA CASTELLON,FISCAL,32,32,32,1,0,0,0,0,1,0,0,-0.4725581865327859
4991980,MASCULINO,MURILLO,LA PAZ,MIGUEL GRAU,FISCAL,45,32,44,0,1,0,0,0,1,0,0,1.3083946171334517
4992355,MASCULINO,DANIEL CAMPOS,VILLA VICTORIA,SANTA BARBARA,PRIVADA,44,15,80,0,1,0,0,0,0,0,1,1.1713982476206644
4993758,FEMENINO,MURILLO,LA PAZ,PUERTO DE ROSARIO,FISCAL,42,32,44,1,0,0,0,0,1,0,0,0.8974055085950893
4995154,MASCULINO,MURILLO,LA PAZ,CEDEIN 6 DE MARZO,PRIVADA,39,32,44,0,1,0,0,0,0,0,1,0.4864164000567267
4995248,MASCULINO,MURILLO,LA PAZ,UNION EUROPEA B,FISCAL,30,32,44,0,1,0,0,0,1,0,0,-0.7465509255583609
4996438,MASCULINO,MURILLO,LA PAZ,SAN INGACIO DE LOYOLA,PRIVADA,41,32,44,0,1,0,0,0,0,0,1,0.7604091390823018
4998390,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,34,32,44,0,1,0,0,0,1,0,0,-0.19856544750721086
4998821,FEMENINO,MURILLO,LA PAZ,COMUNIDAD EDUCATIVA SAGRADOS CORAZONES,PRIVADA,41,32,44,1,0,0,0,0,0,0,1,0.7604091390823018
4998964,FEMENINO,MURILLO,LA PAZ,HOLANDES,PRIVADA,31,32,44,1,0,0,0,0,0,0,1,-0.6095545560455734
4999024,MASCULINO,MURILLO,EL ALTO,16 DE JULIO,PRIVADA,44,32,32,0,1,0,0,0,0,0,1,1.1713982476206644
4999377,MASCULINO,MURILLO,EL ALTO,SAGRADO CORAZON DE JESUS,PRIVADA,38,32,32,0,1,0,0,0,0,0,1,0.3494200305439392
5003843,MASCULINO,OTRO,TARIJA,SAN IGNACIO DE LOYOLA,PRIVADA,30,38,73,0,1,0,0,0,0,0,1,-0.7465509255583609
5050124,MASCULINO,GRAN CHACO,YACUIBA,ANTONIO DIAZ VILLAMIL,FISCAL,33,20,82,0,1,0,0,0,1,0,0,-0.3355618170199984
5136713,MASCULINO,ANTONIO QUIJARRO,UYUNI,COL. NAL.MIXTO,FISCAL,37,4,77,0,1,0,0,0,1,0,0,0.21242366103115168
5193929,MASCULINO,OTRO,COCHABAMBA,CUMBRE,PRIVADA,29,38,23,0,1,0,0,0,0,0,1,-0.8835472950711485
5253702,MASCULINO,MURILLO,LA PAZ,JOSE LUIS ZUARES GUZMAN,FISCAL,35,32,44,0,1,0,0,0,1,0,0,-0.06156907799442335
5275954,FEMENINO,OTRO,COCHABAMBA,AFRO AMERICANO,PRIVADA,30,38,23,1,0,0,0,0,0,0,1,-0.7465509255583609
5299780,MASCULINO,OTRO,COCHABAMBA,SAGRADOS CORAZONES,PRIVADA,30,38,23,0,1,0,0,0,0,0,1,-0.7465509255583609
5375891,FEMENINO,MURILLO,LA PAZ,VIDA Y VERDAD,PRIVADA,29,32,44,1,0,0,0,0,0,0,1,-0.8835472950711485
5470892,MASCULINO,MURILLO,LA PAZ,SAGRADO CORAZON DE JESUS,PRIVADA,43,32,44,0,1,0,0,0,0,0,1,1.0344018781078768
5471730,NO RESPONDE,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16,32,44,0,0,1,0,0,1,0,0,-2.664500098737386
5472625,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16,32,44,0,1,0,0,0,1,0,0,-2.664500098737386
5477170,MASCULINO,OMASUYOS,LA PAZ,NAICIONAL MIXTO OMASUYOS,FISCAL,44,35,44,0,1,0,0,0,1,0,0,1.1713982476206644
5477944,MASCULINO,MURILLO,EL ALTO,ANTONIO`PAREDES CANDIA,FISCAL,43,32,32,0,1,0,0,0,1,0,0,1.0344018781078768
5478668,MASCULINO,MURILLO,LA PAZ,"CATOLICO ""SAN AGUSTIN""",PRIVADA,38,32,44,0,1,0,0,0,0,0,1,0.3494200305439392
5479261,NO RESPONDE,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16,32,44,0,0,1,0,0,1,0,0,-2.664500098737386
5480087,MASCULINO,LOS ANDES,PUCARANI,CEFI,PRIVADA,39,28,55,0,1,0,0,0,0,0,1,0.4864164000567267
5480332,MASCULINO,MURILLO,LA PAZ,FRANCO BOLIVIANO,PRIVADA,41,32,44,0,1,0,0,0,0,0,1,0.7604091390823018
5480335,MASCULINO,MURILLO,LA PAZ,UNIDAD EDUCATIVA LA PRIMERA,CONVENIO,35,32,44,0,1,0,0,1,0,0,0,-0.06156907799442335
5481708,MASCULINO,MURILLO,LA PAZ,VICENTE TEJADA,FISCAL,40,32,44,0,1,0,0,0,1,0,0,0.6234127695695142
5483158,MASCULINO,MURILLO,LA PAZ,SAN JORGE,PRIVADA,45,32,44,0,1,0,0,0,0,0,1,1.3083946171334517
5483622,FEMENINO,MURILLO,EL ALTO,EUFRASIEUFRASIO IBANEZ RIVERO,FISCAL,43,32,32,1,0,0,0,0,1,0,0,1.0344018781078768
5484493,MASCULINO,MURILLO,LA PAZ,JUVENAL MARIACA,FISCAL,32,32,44,0,1,0,0,0,1,0,0,-0.4725581865327859
5484723,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16,32,44,0,1,0,0,0,1,0,0,-2.664500098737386
5504301,MASCULINO,BUSTILLO,LLALLAGUA,SIGLO XX AMERICA,FISCAL,41,9,46,0,1,0,0,0,1,0,0,0.7604091390823018
5515122,MASCULINO,SUD CHICAS,TUPIZA,TECNOLOGICO JOSE LUIS SAN JUAN GARCIA,FISCAL,39,45,76,0,1,0,0,0,1,0,0,0.4864164000567267
5521857,MASCULINO,MURILLO,LA PAZ,SAN JORGE,PRIVADA,30,32,44,0,1,0,0,0,0,0,1,-0.7465509255583609
5568881,MASCULINO,MURILLO,LA PAZ,MARCELO QUIROGA SANTA CRUZ,FISCAL,32,32,44,0,1,0,0,0,1,0,0,-0.4725581865327859
5589006,FEMENINO,MURILLO,LA PAZ,CEA LA PAZ II DON BOSCO,CEMA,44,32,44,1,0,0,1,0,0,0,0,1.1713982476206644
5591068,NO RESPONDE,ANDRES IBANEZ,SANTA CRUZ,SAN IGNACIO,PRIVADA,30,3,68,0,0,1,0,0,0,0,1,-0.7465509255583609
5600086,MASCULINO,MURILLO,LA PAZ,INGAVI 18 DE NOVIEMBRE,PRIVADA,41,32,44,0,1,0,0,0,0,0,1,0.7604091390823018
5604635,MASCULINO,OTRO,OTRO,HORACIO RIVERO EGUEZ,FISCAL,41,38,51,0,1,0,0,0,1,0,0,0.7604091390823018
5619417,FEMENINO,MURILLO,EL ALTO,SAN ANTONIO DE PADUA,PRIVADA,32,32,32,1,0,0,0,0,0,0,1,-0.4725581865327859
5623343,FEMENINO,ITURRALDE,LA PAZ,BON BOSCO,CEMA,41,24,44,1,0,0,1,0,0,0,0,0.7604091390823018
5633088,MASCULINO,OROPEZA,SUCRE,"ALEMAN ""MARISCAL BRAUN""",PRIVADA,32,36,71,0,1,0,0,0,0,0,1,-0.4725581865327859
5636515,FEMENINO,OROPEZA,SUCRE,IEI AMERICA,PRIVADA,36,36,71,1,0,0,0,0,0,0,1,0.07542729151836416
5636516,MASCULINO,MURILLO,LA PAZ,SANTA ANA,PRIVADA,30,32,44,0,1,0,0,0,0,0,1,-0.7465509255583609
5636517,MASCULINO,MURILLO,LA PAZ,SANATA ANA,PRIVADA,33,32,44,0,1,0,0,0,0,0,1,-0.3355618170199984
5700865,MASCULINO,MURILLO,LA PAZ,MARIA AUXILIADORA,PRIVADA,31,32,44,0,1,0,0,0,0,0,1,-0.6095545560455734
5753562,MASCULINO,OTRO,ORURO,U.E. EDUARDO AVAROA,FISCAL,35,38,50,0,1,0,0,0,1,0,0,-0.06156907799442335
5759066,FEMENINO,OTRO,ORURO,ALEMAN,PRIVADA,32,38,50,1,0,0,0,0,0,0,1,-0.4725581865327859
5766096,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16,32,44,1,0,0,0,0,1,0,0,-2.664500098737386
5773602,MASCULINO,OTRO,ORURO,COLEGIO HOLANDA,FISCAL,33,38,50,0,1,0,0,0,1,0,0,-0.3355618170199984
5774860,MASCULINO,"CERCADO, VINTO",ORURO,IGNACIO CALDERON,FISCAL,34,13,50,0,1,0,0,0,1,0,0,-0.19856544750721086
5778932,FEMENINO,ORURO,ORURO,JUAN PABLO,FISCAL,39,37,50,1,0,0,0,0,1,0,0,0.4864164000567267
5780568,FEMENINO,ARCE,BERMEJO,U.E.,FISCAL,30,5,8,1,0,0,0,0,1,0,0,-0.7465509255583609
5792724,MASCULINO,OTRO,TARIJA,HERMANO FELIPE PALAZON,PRIVADA,31,38,73,0,1,0,0,0,0,0,1,-0.6095545560455734
5804498,MASCULINO,OTRO,TARIJA,LA SALLE,PRIVADA,32,38,73,0,1,0,0,0,0,0,1,-0.4725581865327859
5811934,MASCULINO,CAMARGO,OTRO,MANUEL BELGRANO (TARIJA),FISCAL,39,10,51,0,1,0,0,0,1,0,0,0.4864164000567267
